wid,word,image,practice,word_type,rt,typing_rt,response,type_time,response_type
w5f4991c,major,../static/stimuli/images/campsite/sun_aommnycdukjoaebq.jpg,True,low,2,2042.0,major,2573.999999999942,correct
w5f4991c,permit,../static/stimuli/images/gym/sun_akecysmtkjijrbqr.jpg,False,low,2,1847.0,permit,2315.000000000058,correct
w5f4991c,seagull,../static/stimuli/images/house/sun_awyiuqdptibtzfuh.jpg,False,high,2,1261.0,seagull,2080.0,correct
w5f4991c,strawberry,../static/stimuli/images/downtown/sun_ahwvhnliokuzkazb.jpg,False,high,3,981.0,strawberry,2142.0,correct
w5f4991c,goddess,../static/stimuli/images/musuem/sun_agblrnoilxeknben.jpg,False,low,3,761.0,goddess,1504.0,correct
w5f4991c,ghost,../static/stimuli/images/auditorium/sun_ahwuhefoqkvitxnk.jpg,False,low,3,1038.0,ghost,1448.0,correct
w5f4991c,tart,../static/stimuli/images/garage/sun_danujvtkymldhxqn.jpg,False,low,3,1433.0,tart,1809.0,correct
w5f4991c,rouge,../static/stimuli/images/beach/sun_aawqdbpihmlbwyyn.jpg,False,low,2,996.0,rouge,1368.0,correct
w5f4991c,traitor,../static/stimuli/images/pool/sun_alkvkavnnunmdavq.jpg,False,low,2,1342.0,traitor,2053.0,correct
w5f4991c,jeans,../static/stimuli/images/bookstore/sun_aalyndhausktwxbc.jpg,False,high,3,1597.0,jeans,2138.999999999942,correct
w5f4991c,dandelion,../static/stimuli/images/river/sun_aahjsajmsehqtuox.jpg,False,high,2,1433.0,daffodil,2452.0,other
w5f4991c,roost,../static/stimuli/images/castle/sun_apvtpjdfgucfbnsd.jpg,False,low,2,1083.0,roost,1540.9999999999418,correct
w5f4991c,daisy,../static/stimuli/images/greenhouse/sun_bncgstrupskxwget.jpg,False,high,2,1351.0,daisy,1976.9999999999418,correct
w5f4991c,electron,../static/stimuli/images/computerroom/sun_aagspgyvjmoiytfb.jpg,False,low,2,1228.0,electron,2222.0,correct
w5f4991c,hamburger,../static/stimuli/images/forest/sun_atlxncsxfmqwisuw.jpg,False,high,2,1823.0,hamburger,2765.0,correct
w5f4991c,shoelace,../static/stimuli/images/footballfield/sun_bxvamckmwplxbzxz.jpg,False,high,2,1430.0,shoelace,2411.0,correct
w5f4991c,tomato,../static/stimuli/images/railway/sun_aprfapnfngmvbixm.jpg,False,high,3,3876.0,tomato,4391.0,correct
w5f4991c,eagle,../static/stimuli/images/airport/sun_aojbxgadgjyajeaw.jpg,False,high,3,1316.0,eagle,1755.0000000001164,correct
w5f4991c,pitchfork,../static/stimuli/images/grocery/sun_ahmoznrxomkgrris.jpg,False,high,2,1331.0,pitchfork,3136.0,correct
w5f4991c,tread,../static/stimuli/images/kitchen/sun_avlgzqfdedxwbiei.jpg,False,low,3,1766.0,tread,2263.0,correct
w75e7012,dandelion,../static/stimuli/images/greenhouse/sun_aahkpmrwfcwqyfcf.jpg,True,high,0,4727.0,diente de leon,6869.999999998952,other
w75e7012,tomato,../static/stimuli/images/downtown/sun_bctdtcqciqgupefg.jpg,False,high,0,4850.0,tomato,8439.034999999334,correct
w75e7012,idol,../static/stimuli/images/beach/sun_aawqdbpihmlbwyyn.jpg,False,low,0,5445.0,idol,5836.155000000843,correct
